Trap,Site,latitude,longitude,elevmean,slopemean,d.roads,d.river,d.water.area,d.settlements,GFC30mean,GFC50mean,GFC75mean,GFC90mean,VCFmean,Contigmean,CWEDmean,DCADmean
8101,Uatuma,-2.461350979,-58.02049214,51.20769231,3.045924044,30120.03343,1047.915755,2394.815473,12531.98655,1,1,1,1,51.5,0.438975412,23.31968935,7.285569487
8102,Uatuma,-2.459091218,-58.02172763,58.65648855,2.963430237,30355.04369,875.31689,2613.778626,12811.79675,1,1,1,1,52,0.482845923,18.08441109,5.523750299
8103,Uatuma,-2.452884,-58.02244688,65.2,1.98154723,31031.65089,815.9233805,2739.800136,13494.71941,1,1,1,1,70.5,0.760166682,6.76121492,2.962122984
8104,Uatuma,-2.435050998,-58.02553612,65.78625954,2.220226604,32963.60516,922.119851,3481.54767,15492.02846,1,1,1,1,77.26866162,0.836559165,1.785924272,2.04740222
CF01,PNCA,-8.449128,-61.752937,62.98762376,3.055918942,48180.3104,48.47200625,62400.26587,116893.0118,1,1,0.974842767,0.962264151,67,0.375371427,51.32266679,7.904280214
CF01a,PNJU,-9.02758816,-58.60816353,194.0859375,4.128604921,63716.20587,2125.928459,0,246932.9346,0.664556962,0.664556962,0.651898734,0.632911392,73,0.313329023,46.08113464,18.47046534
CF02,PNCA,-8.472554,-61.7304,62.81127451,4.5724051,51371.17416,0,61344.20727,119978.7429,0.9875,0.925,0.875,0.8375,53,0.465190233,54.57112832,6.731821242
CF02a,PNJU,-9.02548923,-58.61687336,203.4586466,3.13341237,63153.55449,1684.948375,874.3079183,246193.9951,1,1,1,1,76.5,0.951207854,0.075955195,1.395091307
CF03,PNCA,-8.383926,-61.717482,57.92601726,3.881729705,41605.67874,0,70598.50489,119047.3991,1,0.993630573,0.98089172,0.968152866,54.5,0.499872577,45.17745014,5.820987303
CF03a,PNJU,-9.02259859,-58.62548846,220.7615385,6.828197888,62668.7072,1477.512671,1876.481724,245390.4725,1,1,1,1,78.12074492,0.765473635,2.199116122,2.387921689
CF04,PNCA,-8.630059,-61.431497,62.75278121,3.24923571,57407.9852,1251.789676,72129.33119,156595.3848,1,1,1,0.875,70.5,0.308281142,49.19514155,16.59556119
CF04a,PNJU,-9.01897073,-58.63358494,219.3923077,4.653005355,62293.98187,730.9078858,2849.839227,244553.3647,1,1,1,1,80.40582766,0.753613964,4.479235021,2.566305694
CF05,PNCA,-8.446351,-61.649608,49.1689441,3.051899005,49298.9533,0,68654.65425,127837.3766,0.987421384,0.974842767,0.962264151,0.955974843,69,0.396177083,42.26584467,8.674042704
CF05a,PNJU,-9.01599483,-58.64171701,224.4692308,3.293152158,61879.0073,300.0778446,3804.373616,243774.8108,1,1,1,1,78.66666667,0.934741806,0.061605594,1.427417046
CF06,PNCA,-8.495786,-61.618823,62.08852868,3.930860948,55335.34888,612.8072973,66474.82589,132498.1087,0.974842767,0.79245283,0.679245283,0.616352201,42,0.576363322,40.54878488,5.726326068
CF06a,PNJU,-9.0140926,-58.65052081,215.3,4.742375142,61339.01874,0.849059179,4792.108517,243054.4235,1,1,1,1,79,0.633336965,0.762198782,2.322375544
CF07,PNCA,-8.62591,-61.32723,61.29048208,4.713791743,52929.65545,0,61902.16147,167364.7654,1,1,0.949685535,0.924528302,76,0.317931421,27.98938783,12.77363536
CF07a,PNJU,-8.98466368,-58.5886556,189.9772727,5.090777374,68506.39843,27.84911336,0,244298.8033,0.465408805,0.459119497,0.459119497,0.440251572,61,0.321615748,27.03755344,9.987372295
CF08,PNCA,-8.45226,-61.531384,55.52825553,3.69041729,52275.87558,1013.177109,70605.30142,140662.6356,0.943396226,0.918238994,0.849056604,0.805031447,26.15542478,0.417291677,43.23261397,4.331293153
CF08a,PNJU,-8.98319333,-58.59744677,200.5923077,3.06478092,67914.54213,180.5525566,300.5892261,243599.1711,1,1,1,1,80,0.87788139,1.721058272,2.010236563
CF09,PNCA,-8.523465,-61.621393,61.28466258,2.660979202,58265.63806,1862.866897,64000.14089,133083.0865,0.9875,0.9,0.65,0.3875,45,0.34323839,79.37929646,8.770532551
CF09a,PNJU,-8.97882288,-58.60525019,199.6615385,2.171528408,67634.80983,488.3269147,1230.142824,242703.5879,1,1,1,1,80,0.767593722,0.793139316,2.03654123
CF10,PNCA,-8.509084,-61.543233,62.41133005,3.366785614,58419.13657,460.6608373,70974.03007,140911.4553,1,1,1,0.924050633,70,0.293909578,74.48333601,15.21034854
CF106R,PNM,-7.736896,-63.758162,74.54735547,3.782922928,27778.38256,4581.192353,54719.55046,51942.39119,0.9125,0.8375,0.8,0.7625,58,0.62948193,30.06649665,4.435355878
CF107R,PNM,-7.705032,-63.758404,73.25492611,3.867788505,24306.71328,3895.482364,53400.85747,55372.48757,0.987341772,0.943037975,0.778481013,0.696202532,41.5,0.616141796,19.92318574,4.251177008
CF108R,PNM,-7.753884,-63.816641,73.1421508,1.627067201,29769.83803,3172.838615,49720.14422,48989.69063,1,1,1,1,72,0.755762064,9.728369081,3.285132742
CF10a,PNJU,-8.97486366,-58.6134348,205.952381,3.222984851,67305.8549,261.4676719,2223.525262,241821.3954,1,1,1,1,79.96246696,0.872340782,0.352394942,1.66192119
CF11,PNCA,-8.480949,-61.50171,62.17530864,2.1732038,55853.48007,90.68103752,70677.33379,144564.6937,0.867088608,0.841772152,0.727848101,0.651898734,28.1552238,0.587676677,42.28453216,6.49451116
CF110R,PNM,-7.790892,-63.853862,74.08395062,3.072686103,34256.82027,466.2515134,48349.37607,44612.40425,1,1,0.99375,0.96875,58.5,0.820359669,15.63294932,3.506597653
CF111R,PNM,-7.832818,-63.840381,79.97280593,2.19509676,35008.8904,3640.129332,52295.60177,40057.87137,1,1,1,1,65.5,0.658362823,22.32171144,5.151095019
CF112R,PNM,-7.862382,-63.826224,94.80736196,4.40343256,31427.87522,5500.281005,55560.66323,36952.13209,0.99375,0.9875,0.95,0.93125,54,0.567750761,26.32039895,4.761696071
CF11a,PNJU,-8.9713908,-58.62176842,213.7286822,3.601198806,66939.69616,393.1377817,3218.343897,240974.5891,1,1,1,1,79.5,0.958705008,0,1.359509945
CF12,PNCA,-8.459562,-61.4549,62.48514851,3.806477053,54599.80821,227.9872291,65535.07804,149060.7206,0.80625,0.6875,0.63125,0.58125,30.33333333,0.488625165,45.52010753,6.033152674
CF127R,PNM,-8.655139,-64.359827,87.80858896,4.358015851,39327.45959,1599.031504,38769.44709,74166.64363,1,0.993670886,0.955696203,0.917721519,46,0.373923888,74.07942735,18.47644312
CF129R,PNM,-8.633663,-64.439185,97.47772277,2.038991906,47994.42207,1665.284425,46189.48616,79304.69897,1,1,1,1,48.33333333,0.518516424,48.5134265,7.062907107
CF12a,PNJU,-8.96838753,-58.63029464,222.8625954,4.202310127,66533.88393,178.372118,4215.48774,240159.1813,1,1,1,1,80,0.958705008,0,1.359509945
CF13,PNCA,-8.480578,-61.441338,48.0993865,4.163031008,57232.02908,1360.336889,66436.08901,151025.0085,1,0.96875,0.95625,0.775,40.5,0.488645914,45.82969507,5.807310263
CF13a,PNJU,-8.95174419,-58.54388288,200.0687023,7.628369665,74608.03477,551.0315079,1180.804546,244316.2712,0.944099379,0.919254658,0.875776398,0.838509317,83,0.408467233,32.07101777,12.24832164
CF14,PNCA,-8.569925,-61.465955,60.1990172,4.177655773,64983.74074,1454.357608,72801.21765,150948.7752,1,0.96835443,0.905063291,0.734177215,60.5,0.355321454,73.24115545,8.054469244
CF14a,PNJU,-8.96023015,-58.5408084,206.5801527,3.957403221,74227.10347,705.9051924,1867.948722,245270.0352,1,1,1,1,84,0.95871251,0.002270941,1.359509945
CF15,PNCA,-8.576133,-61.431694,62.18226601,2.951626981,62741.67651,1458.012141,71920.64258,154757.8932,1,1,1,0.9375,64,0.297965136,48.77906817,16.23886156
CF155R,PNM,-8.94195,-64.579043,94.83906634,2.124663446,36600.86605,4228.635107,22419.32863,113636.2237,1,1,1,1,61.42983837,0.395396799,37.14699237,10.65176328
CF15a,PNJU,-8.96921223,-58.53977562,208.4015152,4.766071294,73652.05767,768.1916189,2370.782931,246131.8671,1,1,1,1,84,0.958716799,0,1.359509945
CF16,PNCA,-8.507694,-61.412726,62.18509317,3.61050058,60991.05306,730.8063156,67066.24579,154783.6173,0.80625,0.7,0.6125,0.55625,38.5,0.438142054,31.97653729,8.127023587
CF16a,PNJU,-8.97817576,-58.53915844,202.1162791,3.727913046,73052.758,803.2046489,2830.786742,246965.4995,1,1,1,1,82,0.95872059,0,1.359509945
CF17,PNCA,-8.541134,-61.394722,60.94409938,4.132709566,64601.65623,437.9644923,67342.53987,157620.5319,0.94375,0.79375,0.6875,0.65,22,0.609564614,31.46521924,4.86918504
CF17a,PNJU,-8.98712049,-58.53869281,215.4806202,3.653610789,72450.71915,532.4703708,3282.261777,247788.6207,1,1,1,1,82.5,0.958729501,0,1.359509945
CF18,PNCA,-8.491562,-61.338648,56.85696517,3.765326203,62254.13528,2060.528763,60745.18448,162322.0372,0.879746835,0.670886076,0.341772152,0.234177215,36.5,0.470801142,35.73748511,5.587108276
CF18a,PNJU,-8.99605668,-58.53793202,230.8307692,5.257235436,71883.12313,534.8664917,3878.551173,248631.7116,1,1,1,1,80,0.95872504,0,1.359509945
CF19,PNCA,-8.608814,-61.343588,58.43703704,4.060371478,55401.90595,109.9307544,63157.02539,165087.1363,0.993630573,0.955414013,0.859872611,0.834394904,49,0.493467243,41.86449041,5.385897091
CF20,PNCA,-8.63305,-61.252345,57.43488943,2.373850423,49331.41556,997.4987653,54256.28135,175476.4507,1,1,1,0.993670886,68.5,0.418888276,38.42143469,11.28351955
CFN1,PNM,-8.64249,-64.32455,74.7595092,3.751219274,35456.10288,1171.384907,36471.70434,70393.27753,1,0.975,0.94375,0.94375,61,0.339779767,41.66758671,12.81044088
CFN2,PNM,-8.81257,-64.39182,104.6983931,3.877670748,42929.0055,2516.912185,26246.27079,89213.97427,1,1,1,1,73,0.442847793,8.243006714,6.724907155
CL100R,PNM,-7.660067,-63.783597,100.2135802,1.078612302,19413.70786,1675.453485,49244.00101,59754.89944,0.01875,0,0,0,21.5,0.485958016,8.66696469,2.025583523
CL101R,PNM,-7.701421,-63.795702,91.02955665,1.977783025,23916.45701,1982.656977,49405.9378,55036.21478,0.151898734,0.088607595,0.056962025,0.037974684,42.5,0.559077292,21.46781486,5.303996008
CL102R,PNM,-7.747977,-63.786447,69.69913687,1.476407125,29097.0293,3195.816666,52391.21303,50113.78077,0.050955414,0,0,0,25.19536998,0.728418891,16.82698779,2.248573323
CL103R,PNM,-7.769893,-63.889552,73.40869565,1.602358752,32391.54929,4107.024863,43793.51917,46983.02717,0.037735849,0,0,0,20,0.85380978,1.69366335,1.359509945
CL104R,PNM,-7.853672,-63.878642,79.841133,1.682871466,34181.91179,3840.595265,50581.94846,37674.73672,0,0,0,0,20,0.899394724,0.937567878,1.485086546
CL105R,PNM,-7.892248,-63.871158,71.13933416,1.529530891,29886.16799,5173.799858,54153.039,33389.37939,0,0,0,0,16,0.799490755,9.918864405,1.748135175
CL116R,PNM,-7.902633,-63.829081,104.7109471,3.084656774,27289.65859,4680.186145,58228.25546,32496.87724,0.6,0.48125,0.3875,0.29375,23.5,0.638861203,20.65555628,4.981199517
CL121R,PNM,-8.670244,-64.446751,103.4839506,2.990757951,48880.29035,1238.546567,42922.5946,82470.15643,1,1,0.981132075,0.924528302,58.5,0.347585926,18.41352637,12.18086172
CL130R,PNM,-8.660166,-64.406131,104.2661692,1.554332009,44413.8034,352.0318884,42003.59272,78331.08976,0.557692308,0.314102564,0.006410256,0.006410256,33,0.62389511,26.10420082,2.84757903
CL154R,PNM,-8.943729,-64.606606,94.17857143,2.463785612,36853.4259,3138.057589,23422.42637,115888.7779,0.421383648,0.27672956,0.119496855,0.088050314,28.5,0.355894563,42.15573276,10.91307456
CL157R,PNM,-8.94266,-64.553315,104.6769042,2.816037995,36327.70778,6565.952604,21569.17153,111760.3691,0.238993711,0.13836478,0.106918239,0.100628931,21.5,0.377380226,42.29856051,9.372661061
CL159R,PNM,-7.929833,-63.864189,108.5744157,3.12495049,25729.59345,1151.205503,57708.69878,29230.50351,0.189873418,0.14556962,0.107594937,0.069620253,16.5,0.372240049,13.03309135,4.375140217
CL21,PNCA,-8.364198,-61.709787,64.13022113,1.718318298,39470.90105,1041.46827,72924.70794,119473.7471,0.163522013,0.119496855,0.062893082,0.037735849,17,0.378430053,17.47753814,1.817231869
CL22,PNCA,-8.422507,-61.719485,56.54938272,1.870606777,45860.86496,967.1914857,66740.35689,119740.6271,0.36875,0.0875,0,0,21,0.472644041,25.80798743,5.843686563
CL23,PNCA,-8.488697,-61.711032,63.23710074,1.615625336,53211.40128,287.6823578,60959.82219,122525.8983,0.746835443,0.088607595,0.012658228,0.012658228,23.25,0.448113895,45.45462823,5.364318322
CL24,PNCA,-8.508554,-61.464248,61.7750309,1.631598916,59624.02209,615.3581178,70425.5401,149304.1554,0.02484472,0,0,0,16.5,0.477573098,20.54610298,2.734105043
CL25,PNCA,-8.478588,-61.58,58.01118012,1.682743789,54619.42392,394.82878,70737.47353,136136.2886,0.14556962,0.063291139,0,0,18.33333333,0.379651839,19.677303,1.701437165
CL26,PNCA,-8.458762,-61.6529,59.70347395,1.662757085,50587.69485,799.9558394,67331.8367,127817.014,0.20754717,0.018867925,0.006289308,0,17.91436185,0.490750645,25.5045786,2.635584193
CL27,PNCA,-8.447178,-61.676841,62.94547708,3.007290577,48938.65274,1407.784354,66866.67007,124947.7684,0.720496894,0.583850932,0.472049689,0.428571429,37.33333333,0.496325645,43.94912471,8.62481495
CL28,PNCA,-8.4632,-61.575352,53.82779828,1.531195819,53161.63527,548.3267183,72344.68562,136222.21,0.062111801,0.01242236,0,0,16,0.698623008,14.20785003,1.830368733
CL29,PNCA,-8.515975,-61.580037,60.99009901,3.024100382,58572.52018,724.5933844,67661.63337,137214.826,0.860759494,0.632911392,0.35443038,0.139240506,25,0.333492646,71.2905258,6.330253318
CL30,PNCA,-8.479147,-61.54338,63.40667491,2.100291922,55116.44064,897.2881045,73388.6637,140061.0705,0.229299363,0.184713376,0.095541401,0.01910828,20.62722762,0.425336925,43.27461704,1.815407146
CL31,PNCA,-8.519905,-61.495461,63.71569839,1.790841717,60216.2778,1811.191634,73530.90201,146300.5617,0.2625,0.0375,0,0,19.5,0.347720077,22.16441845,3.506024598
CL32,PNCA,-8.561249,-61.509104,63.88357843,1.697900191,64531.75374,2575.276508,69728.40527,146125.5403,0.23125,0.025,0.00625,0.00625,17.5,0.279281573,19.41488793,2.799791407
CL33,PNCA,-8.536459,-61.43689,62.69543773,1.905895643,63329.18967,685.8793176,71188.27586,153003.121,0.29375,0.04375,0.0125,0.0125,19,0.432828908,16.03088822,1.756545291
CL34,PNCA,-8.485863,-61.399727,63.89189189,2.691901853,59146.52135,1262.653351,64262.86389,155621.6871,0.4875,0.16875,0.04375,0.01875,42.66666667,0.463719214,40.46798989,3.845540296
CL35,PNCA,-8.453314,-61.345417,55.3053152,2.529943045,58105.54945,2026.803829,58036.15233,160729.5158,0.512658228,0.310126582,0.158227848,0.113924051,25,0.399202952,24.6363096,6.583238421
CL36,PNCA,-8.524016,-61.362946,54.2998776,2.022039248,64512.30069,1626.427074,63661.23079,160537.1956,0.201257862,0.13836478,0,0,20.5,0.600870135,20.90699734,1.83321333
CL37,PNCA,-8.606092,-61.403516,55.45330012,1.775338573,58423.26353,688.3508076,69506.67238,158696.8329,0.1,0,0,0,18.66666667,0.478686819,20.21283044,2.16974739
CL38,PNCA,-8.631136,-61.307726,64.04968944,1.442888244,51545.28442,554.4524371,60000.18702,169586.298,0.632911392,0.189873418,0.025316456,0.025316456,25,0.363686296,34.07024264,6.805735812
CL39,PNCA,-8.648481,-61.268544,63.18057285,2.143080769,48232.91246,2590.375533,56502.63822,174275.3816,0.49375,0.25,0.13125,0.11875,24.5,0.423358706,52.67075973,6.571633443
CL40,PNCA,-8.623015,-61.226917,63.11881188,2.017113406,49505.32036,502.141446,51249.31353,177845.706,0.220125786,0.037735849,0,0,18.33333333,0.585108817,27.84752564,1.979585731
CS153R,PNM,-8.971912,-64.603827,107.2071517,4.121487624,33735.42459,2038.587151,20525.24909,117915.6963,1,0.930379747,0.873417722,0.803797468,54.5,0.467664254,36.41354876,10.79537921
CS156R,PNM,-8.97435,-64.57595,107.2592593,4.193461117,33001.70763,3765.336679,18945.8988,116026.7183,0.899371069,0.811320755,0.72327044,0.65408805,52.33333333,0.420570596,49.55233822,15.25274868
CSN1,PNM,-8.65601,-64.34349,108.0404412,2.650456817,37527.9209,1611.853675,37242.88756,72929.81293,0.89375,0.81875,0.71875,0.60625,43,0.467472215,34.37923101,7.554650957
CT-MA-1-01,PBDFF,-2.42389,-59.81232,112.9083024,9.032455437,10707.68028,2082.790778,48384.58776,32381.6233,1,1,1,1,81.15384615,0.958705008,0,1.359509945
CT-MA-1-02,PBDFF,-2.38655,-59.80204,102.7930607,3.649616585,13109.15756,723.9734797,51557.13682,35874.81329,1,1,1,1,78.2,0.958705008,0,1.359509945
CT-MA-1-03,PBDFF,-2.39283,-59.77767,93.68504902,7.016214586,15330.46022,87.5458499,49816.09017,34457.98594,1,1,1,1,79.125,0.551494418,1.670153329,3.147832782
CT-MA-1-04,PBDFF,-2.43054,-59.7879,125.4870849,7.639910317,13308.16438,0,46485.70848,30756.5886,1,1,1,1,79.85714286,0.958705008,0,1.359509945
CT-MA-1-05,PBDFF,-2.43278,-59.77567,112.4845488,8.123115599,14646.97702,0,45677.74614,30125.38563,1,1,1,1,82.07142857,0.958705008,0,1.359509945
CT-MA-1-06,PBDFF,-2.42048,-59.77175,95.73897059,6.125008675,15228.44223,0,46742.69975,31328.98788,1,1,1,1,72.71428571,0.958705008,0,1.359509945
CT-MA-1-07,PBDFF,-2.41417,-59.79618,115.1381011,4.779323606,12680.6126,1279.076306,48518.97373,32766.5369,1,1,1,1,81.2,0.845793049,0.469111209,1.759203119
CT-MA-1-08,PBDFF,-2.41754,-59.78383,110.1159063,4.340503494,13953.6163,38.65968258,47590.00712,31997.47736,1,1,1,1,81.6,0.958705008,0,1.359509945
CT-MA-1-09,PBDFF,-2.42662,-59.79975,118.2453761,7.373002021,12045.1084,980.1561618,47465.50231,31596.53121,1,1,1,1,80.6875,0.958226592,0.004670758,1.360866732
CT-MA-1-10,PBDFF,-2.40169,-59.79304,96.2244143,4.91000663,13392.44611,886.7667244,49614.29567,33974.65044,1,1,1,1,77.06666667,0.958705008,0,1.359509945
CT-MA-1-11,PBDFF,-2.40549,-59.78084,90.8314746,4.095801859,14571.51453,0,48669.47289,33191.57067,1,1,1,1,77.2,0.958705008,0,1.359509945
CT-MA-1-12,PBDFF,-2.4089,-59.76889,115.6728395,6.855387933,15773.17975,223.8462716,47798.42492,32499.91989,1,1,1,1,74.07142857,0.958705008,0,1.359509945
CT-MA-1-13,PBDFF,-2.38965,-59.78995,79.79553903,5.154893131,14186.3631,0,50683.29807,35153.04374,1,1,1,1,60.28571429,0.958705008,0,1.359509945
CT-MA-1-14,PBDFF,-2.41123,-59.80884,106.3776138,8.900517354,11397.68196,1808.187982,49443.49107,33545.74206,1,1,1,1,80.07142857,0.929106187,0.127719341,1.458952342
CT-MA-1-15,PBDFF,-2.39877,-59.80526,114.0222497,6.855468298,12225.36915,1078.179772,50494.90079,34706.65622,1,1,1,1,83.64285714,0.958705008,0,1.359509945
CT-MA-1-16,PBDFF,-2.42404,-59.90832,112.2607626,5.797750086,1445.648314,0,52558.08696,25445.59486,1,1,1,1,83,0.950551205,0.0236758,1.382621448
CT-MA-1-17,PBDFF,-2.41501,-59.89985,109.6506173,7.438741123,2684.937964,0,53883.33727,26799.91276,1,1,1,1,82.14285714,0.820996282,1.463306304,1.901133228
CT-MA-1-18,PBDFF,-2.42409,-59.9263,124.2260442,7.317893354,1027.827413,190.6631142,50852.65489,24400.00115,1,1,1,0.999000999,82.4,0.664858944,0.696638252,2.230079261
CT-MA-1-19,PBDFF,-2.4152,-59.91719,132.4133663,6.407043485,2391.279587,199.8718734,52236.71299,25757.87809,1,1,1,1,82.57142857,0.839709071,0.284109596,1.711620594
CT-MA-1-20,PBDFF,-2.4061,-59.90857,130.8722359,9.060957674,3410.247651,677.1791299,53588.99948,27113.66229,1,1,1,1,81.21428571,0.723749615,1.022896121,2.202075031
CT-MA-1-21,PBDFF,-2.39724,-59.8997,146.5539216,6.446929996,4548.917905,947.9574659,54952.60302,28464.99309,1,1,1,1,77,0.886874806,0.269243399,1.634129605
CT-MA-1-22,PBDFF,-2.41538,-59.93499,114.3312732,6.988281063,863.1872179,0,50567.77907,24799.36963,1,1,1,1,79.625,0.680675718,0.653734356,2.182544261
CT-MA-1-23,PBDFF,-2.40618,-59.92634,148.4944376,5.536316446,2237.295511,556.5941316,51935.89701,26144.0426,1,1,1,1,82.85714286,0.958705008,0,1.359509945
CT-MA-1-24,PBDFF,-2.39746,-59.91736,147.7849197,4.682208339,3613.604767,1361.662438,53304.75487,27462.52482,1,1,1,1,81.875,0.811250173,0.350532127,1.79770734
CT-MA-1-25,PBDFF,-2.38681,-59.9066,145.7648515,4.771832407,5290.22509,980.7387059,54961.2769,29072.56148,1,1,1,1,79.26666667,0.79089634,3.105899572,2.121859735
CT-MA-1-26,PBDFF,-2.37862,-59.90073,134.9717445,6.195385443,6402.02923,587.1060839,56015.22896,30182.09463,1,1,1,1,80.9375,0.958733001,0,1.359509945
CT-MA-1-27,PBDFF,-2.39728,-59.93517,122.3247232,8.827760598,2735.048662,0,51693.24123,26596.46406,1,1,1,0.998996991,81.2,0.615239848,1.180172713,2.63446998
CT-MA-1-28,PBDFF,-2.3882,-59.92661,126.2334152,9.227282979,3986.510572,13.61595953,53054.24621,27911.44804,1,1,1,0.997997998,82.125,0.529860185,1.830648545,3.247029529
CT-MA-1-29,PBDFF,-2.37933,-59.91746,133.9901235,8.029771591,5304.955317,0,54455.58925,29241.35334,1,1,1,0.995014955,82.78571429,0.607256821,2.13003776,3.068372027
CT-MA-1-30,PBDFF,-2.37931,-59.93516,115.9777778,6.961479862,4397.799785,0,52878.60276,28416.36557,1,1,1,1,83.4,0.958728779,0,1.359509945
CT-MA-2-01,ZF2,-2.62714,-60.08619,80.11495674,6.002808725,4199.602032,30.56013174,25412.63601,5103.112116,1,1,1,1,81.53846154,0.958705008,0,1.359509945
CT-MA-2-02,ZF2,-2.61818,-60.07742,99.95812808,6.451180456,3396.233131,0,26646.92448,4067.148064,1,1,1,1,77.5,0.958705008,0,1.359509945
CT-MA-2-03,ZF2,-2.61846,-60.13095,97.13759214,7.089896097,9270.212791,2340.123996,20948.66578,10022.54182,1,1,1,1,78.35714286,0.958705008,0,1.359509945
CT-MA-2-04,ZF2,-2.61813,-60.09515,106.6662562,4.933309758,5338.615301,1431.65498,24786.60414,6040.160646,1,1,1,1,80.35714286,0.958705008,0,1.359509945
CT-MA-2-05,ZF2,-2.60916,-60.0862,83.03685504,6.626602181,4557.905979,1344.929792,26022.70761,5168.266857,1,1,1,1,74.8,0.958705008,0,1.359509945
CT-MA-2-06,ZF2,-2.60033,-60.07724,123.8669951,5.390014408,3651.547599,838.09125,27250.15433,4535.645116,1,1,1,1,80.25,0.958705008,0,1.359509945
CT-MA-2-07,ZF2,-2.61822,-60.11292,107.8966376,5.063099631,7290.697178,3125.350466,22890.72932,8016.323829,1,1,1,1,81.71428571,0.812545162,0.347848993,1.795421976
CT-MA-2-08,ZF2,-2.60922,-60.10401,77.85362854,4.358167068,6510.684808,2824.045379,24113.38974,7120.806508,1,1,1,1,81.5,0.958705008,0,1.359509945
CT-MA-2-09,ZF2,-2.60036,-60.09515,117.5461255,4.160424503,5636.776915,2725.918704,25345.69494,6383.416759,1,1,1,1,73.6,0.958705008,0,1.359509945
CT-MA-2-10,ZF2,-2.59114,-60.08642,116.7008653,4.525091597,4760.166554,1757.934709,26592.55995,5912.538708,1,1,1,1,73.75,0.958705008,0,1.359509945
CT-MA-2-11,ZF2,-2.58225,-60.07747,127.1889571,4.247851626,3948.139024,549.5205185,27864.92006,5685.024562,1,1,1,1,77,0.958705008,0,1.359509945
CT-MA-2-12,ZF2,-2.60954,-60.12168,101.3509202,6.208822292,8414.137033,1768.068407,22222.92806,9062.32713,1,1,1,1,81.0625,0.958705008,0,1.359509945
CT-MA-2-13,ZF2,-2.59131,-60.10414,85.73554736,6.105385408,6722.632984,2795.149233,24734.29267,7674.40501,1,1,1,1,80.28571429,0.958705008,0,1.359509945
CT-MA-2-14,ZF2,-2.5825,-60.09507,116.5432099,6.126643752,5845.433844,2055.056357,26030.39328,7228.765335,1,1,1,1,77.57142857,0.958705008,0,1.359509945
CT-MA-2-15,ZF2,-2.57293,-60.10382,106.1308642,5.689227727,7054.65335,2521.551932,25561.6365,8624.784309,1,1,1,1,79.21428571,0.879751739,1.893888349,1.787828043
CT-MA-2-16,ZF2,-2.59952,-60.23833,82.16892725,6.979059655,21401.55713,39.29468104,11325.13766,22087.86779,1,1,1,1,76.375,0.9587193,0,1.359509945
CT-MA-2-17,ZF2,-2.64405,-60.19417,96.98638614,6.506401674,15792.31791,1016.578888,13425.27419,17266.58091,1,1,1,1,67.8,0.958705008,0,1.359509945
CT-MA-2-18,ZF2,-2.59952,-60.22064,80.27901235,6.263859591,19455.41674,0,12830.57099,20129.92443,1,1,1,1,76.13333333,0.744241166,2.417719991,2.188041867
CT-MA-2-19,ZF2,-2.64404,-60.21194,92.06019656,6.301064749,17746.41495,2112.077663,11505.92652,19221.98092,1,1,1,1,79.375,0.672340394,0.672924865,2.203572968
CT-MA-2-20,ZF2,-2.63505,-60.20311,68.14851485,5.649669754,16927.77176,2257.314037,12730.91576,18131.16164,1,1,1,1,75.85714286,0.958705008,0.0002753,1.359509945
CT-MA-2-21,ZF2,-2.62618,-60.19433,92.33333333,6.997997621,16111.65944,2140.041459,13979.83568,17089.96026,1,1,1,1,75.53333333,0.772509883,0.743778492,2.005919116
CT-MA-2-22,ZF2,-2.63547,-60.18522,78.82142857,5.480810888,14952.09083,2092.786442,14624.49375,16153.67031,1,1,1,1,76.71428571,0.912580851,1.014118128,1.56500019
CT-MA-2-23,ZF2,-2.64409,-60.2298,73.22386224,5.945433062,19710.85693,3719.73326,9597.086694,21193.59023,1,1,1,1,72.38461538,0.900978015,0.141179485,1.527101217
CT-MA-2-24,ZF2,-2.63512,-60.22086,59.2850062,4.610500102,18878.0126,2872.15227,10869.4994,20098.57006,1,1,1,1,79.92857143,0.868137702,0.218084033,1.628407153
CT-MA-2-25,ZF2,-2.62623,-60.21204,93.88833747,6.259021754,18058.78337,2193.475529,12153.92955,19059.82955,1,1,1,1,74.57142857,0.958705008,0,1.359509945
CT-MA-2-26,ZF2,-2.6173,-60.20322,106.6527094,6.060195741,17239.02474,1114.958283,13462.36609,18067.00186,1,1,1,1,75.86666667,0.958705008,0,1.359509945
CT-MA-2-27,ZF2,-2.61735,-60.23867,89.45812808,6.020891451,21137.2112,906.6142211,10045.73113,22011.70056,1,1,1,1,78.53333333,0.958720632,0,1.359509945
CT-MA-2-28,ZF2,-2.62626,-60.22972,71.33538084,6.324713965,20002.52368,1912.765037,10383.90503,21025.93026,1,1,1,1,78.86666667,0.958705008,0,1.359509945
CT-MA-2-29,ZF2,-2.61732,-60.22096,93.23143564,5.74062317,19189.87449,929.9200826,11713.70932,20040.97524,1,1,1,1,75.0625,0.958705008,0,1.359509945
CT-MA-2-30,ZF2,-2.60838,-60.22987,69.63647491,4.863365278,20321.29678,0,11420.17049,21069.51518,1,1,1,1,77.5625,0.958705008,0,1.359509945
CT-MAS-3-01,DUCKE,-2.92777,-59.96955,96.84099379,6.124171728,2182.153838,2657.591485,11912.42312,25320.80842,1,1,1,1,81.35714286,0.943816925,0.103876131,1.395950156
