kamera,region,dist_fluss,seehoehe,x,y
1,RDSA,1446.76157,136.8378378,-64.66026,-2.43865
2,RDSA,2389.425046,123.3470149,-64.6325,-2.51364
3,RDSA,1303.64004,117.3374083,-64.6355,-2.47573
4,RDSA,2801.580033,120.2576687,-64.64866,-2.52199
5,RDSA,4046.239652,141.5551471,-64.60734,-2.52016
6,RDSA,1738.5455,130.0098888,-64.67484,-2.47828
7,RDSA,1162.213146,133.3915737,-64.68134,-2.46056
8,RDSA,52.83468723,121.7425743,-64.64894,-2.48598
9,RDSA,182.365736,125.6749073,-64.6289,-2.49141
10,RDSA,4031.223832,114.6522277,-64.6218,-2.52592
11,RDSA,311.668903,115.7886279,-64.66358,-2.49269
12,RDSA,672.2305943,124.1488315,-64.61526,-2.49039
13,RDSA,45.3801355,105.0588957,-64.67551,-2.44547
14,RDSA,2472.992144,90.9161529,-64.63439,-2.44516
15,RDSA,742.1764454,122.6728167,-64.64214,-2.50099
16,RDSA,493.309975,122.8096415,-64.62042,-2.47485
17,RDSA,2079.778549,123.5302096,-64.64846,-2.44942
18,RDSA,373.0653552,115.8665019,-64.66284,-2.45619
19,RDSA,2252.607393,120.3953488,-64.61624,-2.50634
20,RDSA,2405.401634,124.7149938,-64.60247,-2.50333
21,RDSA,1629.723765,121.9581281,-64.62653,-2.46088
22,RDSA,1186.99527,131.8347719,-64.65899,-2.50923
23,RDSA,0,108.32134,-64.65794,-2.47167
24,RDSA,4225.198738,160.4154412,-64.6375,-2.53512
25,RDSA,1541.240111,121.0906863,-64.64505,-2.46281
26,RDSA,2840.678799,109.739777,-64.64622,-2.43277
27,RDSA,124.1902396,117.8388684,-64.58757,-2.48358
28,RDSA,418.5045331,157.9679408,-64.61612,-2.43888
29,RDSA,403.1834756,127.4538745,-64.6058,-2.48527
30,RDSA,0,114.4220297,-64.61049,-2.45346
31,RDSA,142.9316237,115.4378844,-64.60694,-2.46825
32,RDSA,2655.692419,88.41738066,-64.58644,-2.51885
33,RDSA,1803.477839,97.65432099,-64.69112,-2.45004
34,RDSA,0,121.4495074,-64.61189,-2.42136
35,RDSA,254.395299,131.5153752,-64.55707,-2.48155
36,RDSA,1805.380088,89.47542998,-64.59065,-2.46154
37,RDSA,1626.371289,124.1342365,-64.59384,-2.44563
38,RDSA,508.9488055,104.3189122,-64.56691,-2.5155
39,RDSA,38.69084061,116.7261614,-64.56777,-2.49871
40,RDSA,424.1841089,95.80321782,-64.57002,-2.4825
41,RDSA,717.4292849,91.69050555,-64.58886,-2.4203
42,RDSA,2154.398845,133.7722772,-64.58167,-2.43391
43,RDSA,720.3825165,138.2130542,-64.59872,-2.42909
44,RDSA,1893.80775,128.6752768,-64.57777,-2.451
45,RDSA,56.4080797,105.4071341,-64.55849,-2.46391
46,RDSA,465.2857968,125.6493827,-64.56175,-2.44738
47,RDSA,1284.030998,108.4561187,-64.57419,-2.46702
48,RDSA,1898.685379,126.3985149,-64.58652,-2.50104
49,RDSA,1523.746064,116.6535627,-64.62764,-2.42595
50,RDSA,1239.507085,139.1551724,-64.56306,-2.43924
1012,REMJ,530.0093768,102.8947368,-67.26968,-5.4492
1013,REMJ,1028.996506,101.4230769,-67.26511938,-5.452811401
1014,REMJ,1330.139253,101.1428571,-67.25204838,-5.46539926
1015,REMJ,0,119.734375,-67.23177373,-5.480104471
1021,REMJ,760.0808106,106.0153846,-67.33889907,-5.526281549
1022,REMJ,960.4071419,105.8730159,-67.33739653,-5.524045425
1023,REMJ,1555.629456,104.4094488,-67.33262094,-5.519919684
1024,REMJ,2473.865691,100.648855,-67.31938834,-5.508128107
1025,REMJ,267.7045095,104.2868217,-67.29953639,-5.503427535
1031,REMJ,1404.847313,95.37795276,-67.211257,-5.390645
1032,REMJ,1522.15897,92.71544715,-67.21041933,-5.393206431
1033,REMJ,1410.202332,98.49230769,-67.20735859,-5.39830137
1034,REMJ,401.047714,115.8984375,-67.19813322,-5.413713595
1035,REMJ,539.6453334,111.8294574,-67.18179957,-5.435067499
1041,REMJ,348.1425646,99.65354331,-67.1915173,-5.384524371
1042,REMJ,647.8956795,105.0152672,-67.18859696,-5.384117011
1043,REMJ,1163.924579,110.8661417,-67.1834876,-5.381030794
1044,REMJ,497.0240173,112.4,-67.1652951,-5.380076766
1045,REMJ,653.8979182,112.9461538,-67.13827654,-5.378753347
1051,REMJ,108.0703928,94.27868852,-67.44457969,-5.315440055
1052,REMJ,420.2808868,101.796875,-67.44822457,-5.315474672
1053,REMJ,938.8773809,104.1692308,-67.45405141,-5.31607247
1054,REMJ,665.0130163,99.96992481,-67.47223662,-5.316146063
1061,REMJ,1251.687104,101.2913386,-67.53758018,-5.409574863
1062,REMJ,1048.542504,102.5769231,-67.54009349,-5.409404291
1063,REMJ,686.371031,102.0230769,-67.54609368,-5.408396618
1064,REMJ,528.9603231,95.0952381,-67.55513951,-5.400928678
1065,REMJ,1060.713837,93.82307692,-67.55341602,-5.396118639
2011,REMJ,1387.585423,84.2265625,-66.81652847,-5.067483243
2012,REMJ,1694.126916,89.015625,-66.81375213,-5.067845592
2013,REMJ,1419.341272,102.4351145,-66.80840783,-5.068245744
2014,REMJ,0,99.953125,-66.79008599,-5.069271522
2015,REMJ,2219.429579,105.6259542,-66.76776222,-5.070781857
2021,REMJ,0,98.00740741,-66.86803233,-5.134188691
2022,REMJ,45.20077807,98.75968992,-66.86731811,-5.136741484
2023,REMJ,96.79560109,113.5193798,-66.86516329,-5.143603329
2024,REMJ,1.620190147,112.5572519,-66.85436874,-5.156607348
2031,REMJ,1009.748816,91.03149606,-67.12297194,-5.056823306
2032,REMJ,1095.835154,92.68461538,-67.12546488,-5.05641737
2033,REMJ,445.3078469,103.6456693,-67.12673784,-5.048740972
2034,REMJ,498.6537564,97.84251969,-67.13234634,-5.031871889
2035,REMJ,608.8785711,102.7131783,-67.11545991,-5.003631329
2041,REMJ,1245.240121,104.5275591,-67.13514053,-5.04786456
2042,REMJ,1292.480891,103.7692308,-67.13632582,-5.045718206
2043,REMJ,1323.921941,104.9846154,-67.13839187,-5.039968137
2044,REMJ,1295.782977,100.7744361,-67.14225224,-5.022513662
2051,REMJ,4211.060997,96.09230769,-67.1668937,-5.061421115
2052,REMJ,4332.435732,100.7923077,-67.16824553,-5.058816187
2053,REMJ,4301.881067,104.0077519,-67.17267352,-5.054794298
2054,REMJ,3638.922232,102.6240602,-67.18503373,-5.041940063
2055,REMJ,2510.838434,105.7067669,-67.19642607,-5.015868573
2061,REMJ,0,104.8769231,-67.21434114,-5.066099139
2062,REMJ,65.76318569,100.4076923,-67.2125428,-5.063801911
2063,REMJ,536.7637993,101.5384615,-67.208594,-5.059378361
2064,REMJ,848.1492288,104.778626,-67.21075494,-5.039686672
2065,REMJ,458.2934801,99.12307692,-67.21493701,-5.012410618
2071,REMJ,1810.707591,99.34615385,-67.22625098,-5.089116599
2072,REMJ,2045.737926,103.4135338,-67.22725748,-5.091383234
2073,REMJ,2097.921208,105.2222222,-67.23017346,-5.09653559
2074,REMJ,602.9197372,99.16923077,-67.24068596,-5.111075593
2081,REMJ,755.8245154,101.1136364,-67.35257364,-5.218394129
2082,REMJ,1033.325595,101.6969697,-67.35504244,-5.218003029
2083,REMJ,1451.001277,102.9618321,-67.3606227,-5.21943449
2084,REMJ,2314.233018,101.5193798,-67.37929607,-5.222752215
2091,REMJ,1035.897347,105.4461538,-67.31746872,-5.151759926
2092,REMJ,730.9313452,106.0930233,-67.31991255,-5.15324763
2093,REMJ,260.8031892,107.7846154,-67.32581131,-5.153938467
2094,REMJ,915.7728231,108.5153846,-67.34342295,-5.157016469
2095,REMJ,732.4633451,100.265625,-67.36482899,-5.155905783
2101,REMJ,626.5481763,89.45736434,-67.17934853,-5.335202487
2102,REMJ,550.8398475,81.81954887,-67.17750217,-5.335867088
3011,REMJ,356.2604231,92.75968992,-66.980998,-4.755347036
3012,REMJ,633.4862335,94.52307692,-66.98346798,-4.754771031
3013,REMJ,1296.660725,96.51538462,-66.98937597,-4.753379971
3014,REMJ,411.0155273,97.50793651,-67.00677001,-4.748765985
3015,REMJ,1379.737012,98.15748032,-67.03123,-4.737394005
3021,REMJ,1885.790294,96.72440945,-66.94209198,-4.802850969
3022,REMJ,2150.228526,97.90769231,-66.94020102,-4.80113796
3023,REMJ,1770.970974,96.86923077,-66.93700399,-4.796578037
3024,REMJ,635.0057885,98.92248062,-66.92666098,-4.781778026
3025,REMJ,2248.67465,97.78461538,-66.90959902,-4.760219017
3031,REMJ,179.9225822,101.4846154,-66.968587,-4.83839904
3032,REMJ,274.4268791,99.93650794,-66.97096696,-4.839541996
3033,REMJ,835.1237754,99.7734375,-66.97762001,-4.839363964
3034,REMJ,2265.063486,97.9379845,-66.99545897,-4.843868986
3035,REMJ,1507.333355,93.96946565,-67.02147103,-4.848261019
3041,REMJ,0,101.5037037,-66.98470599,-4.924456039
3042,REMJ,253.9357491,102.1023622,-66.98684497,-4.92290698
3043,REMJ,640.5771909,103.2265625,-66.99091304,-4.919029009
3044,REMJ,1495.557036,99.28682171,-67.00650003,-4.908539979
3045,REMJ,3637.038628,99.35877863,-67.02772401,-4.891946996
3051,REMJ,769.4899315,93.78625954,-66.85410303,-4.784227973
3052,REMJ,566.7617885,93.76153846,-66.85360699,-4.781476026
3053,REMJ,134.9521774,83.672,-66.85316602,-4.775422029
3054,REMJ,157.9696276,87.00787402,-66.84787704,-4.757908965
3055,REMJ,1581.421242,90.633587790000007,-66.84216661,-4.731949959
3061,REMJ,276.9719117,102.1550388,-67.88104199,-6.012667967
3062,REMJ,477.0309664,102.2153846,-67.88297703,-6.010640971
3063,REMJ,1099.288281,106.6969697,-67.88779797,-6.018370008
3064,REMJ,1826.748948,107.9769231,-67.89895697,-6.033017971
3065,REMJ,1284.14412,108.9603175,-67.91092901,-6.051808018
3071,REMJ,1274.101969,98.8125,-67.75516299,-5.972411027
3072,REMJ,1580.979991,99.65625,-67.75235899,-5.972767007
3073,REMJ,2165.680444,94.712,-67.74678703,-5.972660976
3074,REMJ,2678.506272,123.5078125,-67.72846897,-5.97278201
3075,REMJ,105.9520456,145.8360656,-67.701552,-5.968199037
3081,REMJ,2605.219323,109.7769231,-67.86502199,-5.88993201
3082,REMJ,2298.337469,112.4186047,-67.86651598,-5.887496984
3083,REMJ,1601.069598,113.5714286,-67.870761,-5.882849973
3084,REMJ,189.4559861,110.0384615,-67.87761597,-5.866069989
3085,REMJ,2946.132012,109.1832061,-67.88770401,-5.84161696
3091,REMJ,2920.24454,97.30534351,-67.73392601,-5.75853101
3092,REMJ,3185.923918,100.8615385,-67.73131102,-5.759695005
3093,REMJ,2651.786391,95.1171875,-67.725109,-5.763162011
3094,REMJ,1581.12147,96.12781955,-67.71135204,-5.780598968
4011,REMJ,0,119.3643411,-67.87823204,-5.698590009
4012,REMJ,0,119.5826772,-67.87959401,-5.696010981
4013,REMJ,558.2260805,120.9922481,-67.88375697,-5.692214984
4014,REMJ,1796.56308,117.8449612,-67.89898496,-5.681933993
4015,REMJ,1525.327073,145.4461538,-67.92081404,-5.666059004
4022,REMJ,481.0530296,117.0076923,-67.78012798,-5.576896006
4023,REMJ,411.1247412,115.3384615,-67.78452999,-5.572305992
4024,REMJ,1843.245548,111.0923077,-67.80539297,-5.573095987
4031,REMJ,543.1086904,96.17777778,-67.5689,-5.652217967
4032,REMJ,628.423158,100.6846154,-67.56968304,-5.655062031
4033,REMJ,862.0134818,99.36641221,-67.56948003,-5.660705986
4034,REMJ,474.6213136,104.9407407,-67.55776397,-5.676089041
4035,REMJ,559.2065274,114.3333333,-67.54074502,-5.697690966
4041,REMJ,876.254697,98.43076923,-67.48120199,-5.551971998
4042,REMJ,996.6345034,98.6484375,-67.48111398,-5.554585978
4043,REMJ,891.503105,98.77777778,-67.47902898,-5.560449036
4044,REMJ,971.6030746,100.8536585,-67.46848698,-5.575158019
4045,REMJ,1289.144444,119.3153846,-67.46952902,-5.603906019
4051,REMJ,0,96.70229008,-67.60167701,-5.479938006
4053,REMJ,750.8780173,97.67692308,-67.60925098,-5.475842021
4054,REMJ,1224.409662,98.25581395,-67.62135001,-5.462604985
5011,REMJ,2.911082999,107.5322581,-67.93680654,-5.850697495
5012,REMJ,0,108.8153846,-67.93909329,-5.851765266
5013,REMJ,404.4115585,111.1692308,-67.94486976,-5.849779006
5014,REMJ,781.638436,108.4651163,-67.96303033,-5.85232459
5015,REMJ,263.4026191,139.8923077,-67.99003657,-5.856328038
5021,REMJ,402.4501508,99.65384615,-67.92644441,-5.79587155
5022,REMJ,658.5105281,107.9692308,-67.92892361,-5.795776583
5023,REMJ,1016.361947,109.1818182,-67.93520031,-5.795613052
5024,REMJ,76.54189052,120.1538462,-67.95308143,-5.793535598
5025,REMJ,1196.748937,142.5,-67.97403434,-5.78784789
5031,REMJ,167.1110171,102.8984375,-67.36111379,-5.58379448
5032,REMJ,151.3467513,107.075188,-67.36143121,-5.586355068
5033,REMJ,883.0278731,97.84732824,-67.36836724,-5.588972066
5034,REMJ,955.162478,100.3533835,-67.37909121,-5.597706763
5035,REMJ,1816.152996,115.4615385,-67.39087324,-5.604032166
5041,REMJ,0,97.14615385,-67.33678146,-5.55607494
5042,REMJ,0,105.4923077,-67.33420973,-5.555061903
5043,REMJ,21.79515722,107.3777778,-67.3283382,-5.555544114
5044,REMJ,879.5940835,104.7925926,-67.31027143,-5.556958811
5045,REMJ,1532.437558,119.7461538,-67.28341497,-5.548870023
5052,REMJ,28.95284866,104.5496183,-67.29671697,-5.13898205
5053,REMJ,220.1352296,106.2276423,-67.29874338,-5.133209098
5054,REMJ,922.6390183,107.4656489,-67.30466779,-5.12138458
5055,REMJ,924.4467656,106.8461538,-67.31481677,-5.105365003
5061,REMJ,426.1628208,105.481203,-67.21829169,-5.076714233
5062,REMJ,680.0901643,106.4461538,-67.22082957,-5.075920718
5063,REMJ,1202.069979,106.5669291,-67.22625299,-5.073422156
5064,REMJ,0,101.5,-67.24131494,-5.064074742
5065,REMJ,2053.944068,103.6538462,-67.26699072,-5.054231454
5072,REMJ,3191.374422,104.6692308,-67.15601306,-5.037137736
5073,REMJ,2719.457596,102.9083969,-67.15589203,-5.031327903
5074,REMJ,1558.426657,100.5307692,-67.16321228,-5.013907962
5075,REMJ,1176.895148,102.6461538,-67.17369528,-4.989202889
5081,REMJ,1204.831391,101.1769231,-67.06633701,-5.025947224
5082,REMJ,1165.73919,103.1181102,-67.0684179,-5.024588937
5083,REMJ,842.8408066,103.6141732,-67.07285763,-5.020409385
5084,REMJ,457.7946095,103.3358779,-67.08479715,-5.007419782
5085,REMJ,90.2845163,100.6307692,-67.09300697,-4.979909454
5091,REMJ,129.2546017,91.70992366,-66.8238851,-5.08437152
5092,REMJ,287.5696645,104.1417323,-66.82214049,-5.086545115
5093,REMJ,192.6698055,107.2461538,-66.81786044,-5.091029936
5094,REMJ,1102.05381,110.2481203,-66.7997655,-5.095558176
5095,REMJ,161.3178083,109.9846154,-66.77272313,-5.100117596
5101,REMJ,516.0893472,100.0300752,-66.97836827,-4.90138418
5102,REMJ,277.6190575,97.88549618,-66.98074479,-4.900890989
5103,REMJ,0,99.23076923,-66.98534234,-4.896480599
5104,REMJ,1643.396947,101.9318182,-66.99807571,-4.882730003
7011,Uatuma,411.7438232,67.90697674,-59.44250054,-1.999575254
7012,Uatuma,580.5460592,62.70229008,-59.44103831,-1.997723859
7013,Uatuma,764.433165,54.4887218,-59.43864386,-1.99554448
7014,Uatuma,337.1617288,66.08461538,-59.42215389,-1.982815219
7015,Uatuma,1006.019704,133.7906977,-59.40073452,-1.966426671
7021,Uatuma,0,40.921875,-59.3477774,-2.064586049
7022,Uatuma,0,54.2519084,-59.34714943,-2.062028563
7023,Uatuma,394.4442336,73.26153846,-59.34602366,-2.056101216
7025,Uatuma,760.0435808,126.3230769,-59.34475489,-2.027294459
7031,Uatuma,213.5356172,40.6259542,-59.2232701,-2.121117543
7032,Uatuma,466.0731762,50.14503817,-59.22439503,-2.11886147
7033,Uatuma,1034.052116,67.95384615,-59.22581778,-2.112895735
7034,Uatuma,1811.309318,89.96296296,-59.23026597,-2.100579869
7035,Uatuma,724.0648933,109.1230769,-59.23033236,-2.076791693
7041,Uatuma,1927.53101,42.43939394,-59.0752368,-2.290052036
7042,Uatuma,2019.6297,53.140625,-59.0745225,-2.292611869
7045,Uatuma,667.451864,111.1923077,-59.06800942,-2.33928524
7051,Uatuma,0,49.8,-58.85737195,-2.317826981
7052,Uatuma,203.8886656,58.39230769,-58.85526096,-2.318161419
7053,Uatuma,691.9132311,78.07874016,-58.85042586,-2.319625067
7054,Uatuma,1447.038587,83.89230769,-58.83659338,-2.328866534
7061,Uatuma,1575.774792,47.05426357,-58.67946479,-2.34546111
7062,Uatuma,1487.637284,60.27067669,-58.67887982,-2.348367702
7063,Uatuma,1324.998771,68.07936508,-58.67927159,-2.354299156
7064,Uatuma,1780.769407,100.0465116,-58.68191348,-2.372047417
7071,Uatuma,932.0217469,42.48837209,-58.71360571,-2.170451917
7072,Uatuma,1158.556109,41.7,-58.71189798,-2.168466747
7073,Uatuma,1754.02654,59.9453125,-58.70722071,-2.164303791
7074,Uatuma,3455.87903,81.86923077,-58.69469916,-2.152550016
7075,Uatuma,1411.596286,111.8120301,-58.66998478,-2.139445245
7081,Uatuma,3682.358492,22.5625,-58.28647382,-2.352937683
7082,Uatuma,3453.51745,35.66153846,-58.28713926,-2.350284057
7083,Uatuma,3003.27414,36.26771654,-58.28848463,-2.344652759
7084,Uatuma,1760.447,37.16153846,-58.29252731,-2.32700198
7085,Uatuma,1706.70511,40.76744186,-58.2997412,-2.300961083
7091,Uatuma,2259.57924,37.15384615,-58.37328829,-2.432116494
7093,Uatuma,1571.756142,50.56153846,-58.37359331,-2.440759828
7094,Uatuma,1344.503947,66.5859375,-58.37316507,-2.458695089
7095,Uatuma,1716.892062,104.6230769,-58.38204411,-2.484993394
7101,Uatuma,1068.733771,42.97037037,-58.29141688,-2.447245829
7102,Uatuma,839.7201066,56.27692308,-58.29383397,-2.447628966
7103,Uatuma,422.2663325,76.79230769,-58.29963768,-2.448395491
7104,Uatuma,1196.844742,92.29230769,-58.31327043,-2.449129075
7105,Uatuma,1871.739998,103.4461538,-58.33132613,-2.466910779
7111,Uatuma,2266.283403,52.49618321,-58.26615013,-2.504291888
7112,Uatuma,2281.0066,64.34586466,-58.26909402,-2.504097763
7113,Uatuma,2476.225156,77.63076923,-58.27480755,-2.503289999
7114,Uatuma,1440.540567,105.3461538,-58.28534142,-2.52329886
7115,Uatuma,980.028644,94.75384615,-58.29432271,-2.547755577
8011,Uatuma,2091.709567,38.91111111,-58.22280538,-2.031692276
8012,Uatuma,2001.105937,39.40909091,-58.2252239,-2.03245528
8013,Uatuma,1760.059306,44.4140625,-58.22989404,-2.036294444
8014,Uatuma,1954.812105,43.62121212,-58.24418066,-2.047453607
8015,Uatuma,1535.817082,81.97637795,-58.26376573,-2.065908378
8021,Uatuma,1940.76746,42.56153846,-58.20863536,-2.106236815
8022,Uatuma,1885.080042,50.9453125,-58.21094943,-2.107427381
8023,Uatuma,1834.776752,70.89147287,-58.21608293,-2.11038175
8024,Uatuma,2308.014145,111.7364341,-58.22377995,-2.122563422
8025,Uatuma,2428.050293,115.2384615,-58.24171688,-2.134023746
8031,Uatuma,3888.173149,46.0625,-58.07569846,-2.264743801
8032,Uatuma,4086.81341,67.3740458,-58.074211,-2.262197966
8033,Uatuma,4125.808221,69.16153846,-58.07152041,-2.257171255
8034,Uatuma,3260.49885,65.6969697,-58.0610691,-2.242447771
8035,Uatuma,1196.313327,71.49606299,-58.04658568,-2.219587471
8041,Uatuma,3769.653703,36.26717557,-58.14678839,-2.408008715
8042,Uatuma,3450.68399,41.02419355,-58.14485611,-2.410139646
8043,Uatuma,2842.377319,41.30769231,-58.1402319,-2.413538927
8044,Uatuma,1441.457515,39.49230769,-58.12984237,-2.422004063
8045,Uatuma,0,30.66153846,-58.11799681,-2.431813404
8051,Uatuma,0,43.70992366,-58.21602585,-2.601089207
8052,Uatuma,7.942768797,62.87022901,-58.2189482,-2.60160964
8053,Uatuma,381.9055947,78.79069767,-58.22370627,-2.60497665
8054,Uatuma,704.3551702,70.44186047,-58.23403898,-2.613887535
8055,Uatuma,105.726206,73.93846154,-58.247634,-2.626047498
8061,Uatuma,4922.37077,45.73684211,-58.11863635,-2.61250075
