kamera,region,dist_fluss,seehoehe,x,y
REMJ14,REMJ,1294.129524,130.3490099,-67.50483,-5.5779
REMJ15,REMJ,11.98284135,136.2198758,-67.58476,-5.45188
REMJ16,REMJ,2547.927605,120.3497537,-67.52466,-5.40818
REMJ17,REMJ,305.8748798,121.8617684,-67.40852,-5.49932
REMJ18A,REMJ,2021.352362,117.5086207,-67.42693,-5.33145
REMJ19,REMJ,1368.192886,125.2256473,-67.2075,-5.3949
REMJ2,REMJ,136.2336102,86.03473945,-67.902,-6.06186
REMJ20,REMJ,1115.946832,126.9681373,-67.18385,-5.3815
REMJ21,REMJ,789.4409992,85.91594561,-67.3183,-5.15401
REMJ22,REMJ,1731.335116,85.09888752,-67.22834,-5.08418
REMJ23,REMJ,1338.405544,91.94081381,-67.13978,-5.03323
REMJ24,REMJ,3141.147865,126.9507389,-67.16047,-5.03367
REMJ25,REMJ,4057.361123,120.256538,-67.87836,-5.79845
REMJ3,REMJ,57.29839459,80.64108911,-67.87874,-6.01586
REMJ4,REMJ,1794.111108,132.8195303,-67.86981,-5.88437
REMJ5,REMJ,1970.061434,94.00123305,-67.86186,-5.86105
REMJ6,REMJ,4415.85808,104.3628536,-67.86703,-5.78386
REMJ7,REMJ,640.6489592,128.9765721,-67.67822,-5.73404
REMJ8,REMJ,0,98.69221261,-67.8599,-5.68444
REMJ9,REMJ,458.8489893,106.7144608,-67.77957,-5.57775
C0002,BRA319,1359.780948,47.34814815,-61.0513,-4.44097
C0003,BRA319,1673.953533,47.78465347,-61.05489,-4.44397
C0004,BRA319,1818.638261,47.3101737,-61.0583,-4.44723
C0005,BRA319,1476.214709,47.04428044,-61.0612,-4.44999
C0006,BRA319,1124.603491,46.1908867,-61.06482,-4.45328
C0007,BRA319,924.4689677,44.7144623,-61.06797,-4.45622
C0008,BRA319,843.819006,45.82076638,-61.07159,-4.4593
C0009,BRA319,930.7009937,47.01476015,-61.07466,-4.46187
C0010,BRA319,1189.771834,47.79801735,-61.07821,-4.46494
 C0011,BRA319,1705.379449,44.75,-61.06875,-4.42017
C0012,BRA319,1272.787529,46.93201483,-61.07241,-4.4218
C0013,BRA319,845.8442325,48.62192118,-61.07573,-4.42497
C0014,BRA319,421.4416304,49.2103321,-61.07895,-4.42855
C0015,BRA319,19.9412594,48.92707046,-61.08202,-4.43181
C0016,BRA319,0,49.18842365,-61.08531,-4.43489
C0017,BRA319,0,48.73128834,-61.08872,-4.43791
C0018,BRA319,442.3555393,48.35265105,-61.0923,-4.4412
 C0019,BRA319,910.5599449,48.10656753,-61.09559,-4.44413
C0020,BRA319,1071.374101,47.60148515,-61.11219,-4.51607
C0021,BRA319,1446.01589,46.62407862,-61.11576,-4.51856
C0022,BRA319,1813.730041,44.99506173,-61.11926,-4.52095
 C0023,BRA319,2212.485886,46.33251534,-61.12291,-4.52378
C0024,BRA319,2623.165902,47.97539975,-61.1264,-4.5265
C0025,BRA319,3058.601598,48.73671199,-61.13011,-4.52908
C0026,BRA319,3486.515571,48.10864198,-61.13367,-4.53149
C0027,BRA319,3764.091154,47.47218789,-61.13717,-4.53357
C0028,BRA319,3300.899096,47.01485149,-61.14107,-4.53614
C0029,BRA319,2702.056249,48.53646477,-61.12251,-4.55671
C0030,BRA319,2427.430584,47.32512315,-61.1195,-4.55408
C0031,BRA319,2122.692769,48.23891626,-61.1158,-4.55123
C0032,BRA319,1850.078234,46.93150685,-61.11222,-4.54859
C0033,BRA319,1567.77067,44.9345679,-61.10907,-4.54521
C0034,BRA319,1215.034891,47.21331689,-61.10577,-4.54259
C0035,BRA319,716.9284793,47.39334155,-61.10205,-4.54006
C0036,BRA319,203.9542635,47.56049383,-61.09826,-4.5374
C0037,BRA319,0,44.40713407,-61.09477,-4.53508
C0038,BRA319,942.686082,61.17220172,-61.66309,-5.07565
C0039,BRA319,1408.570086,60.5726601,-61.66602,-5.07884
C0040,BRA319,1435.674439,60.64143921,-61.6692,-5.08196
C0041,BRA319,1135.473344,60.91122072,-61.6724,-5.08511
C0042,BRA319,972.439492,61.30445545,-61.67549,-5.08794
C0043,BRA319,907.1173159,61.95955882,-61.67871,-5.09085
C0044,BRA319,745.2164253,62.6007371,-61.68206,-5.09391
C0045,BRA319,0,61.76078915,-61.68838,-5.09955
C0047,BRA319,1167.826321,62.40543881,-61.67047,-5.1185
C0048,BRA319,1065.248497,62.5,-61.66731,-5.11569
C0049,BRA319,1005.15585,62.22962963,-61.66368,-5.11241
C0050,BRA319,951.1617761,61.9345679,-61.66161,-5.11032
C0051,BRA319,1012.336577,61.48161765,-61.65736,-5.10666
C0052,BRA319,1186.630058,60.74783684,-61.65421,-5.10328
C0053,BRA319,1584.073588,60.41943419,-61.65019,-5.10083
C0054,BRA319,1986.993652,60.52275523,-61.6466,-5.09744
C0055,BRA319,2212.86496,61.0086741,-61.6448,-5.09566
C0056,BRA319,1801.021725,63.75308642,-61.81535,-5.19862
C0057,BRA319,1410.641299,63.76885043,-61.8119,-5.19626
C0058,BRA319,944.5834423,63.75960347,-61.80802,-5.19334
C0059,BRA319,513.8981025,64.28924598,-61.80415,-5.19105
C0060,BRA319,80.74159623,64.47297297,-61.80072,-5.18863
C0061,BRA319,0,63.28078818,-61.79726,-5.18629
C0062,BRA319,0,63.77873918,-61.79335,-5.18385
C0063,BRA319,317.14597,64.2622549,-61.78984,-5.18152
C0065,BRA319,1947.523233,62.86559803,-61.80196,-5.22103
C0066,BRA319,1923.207435,61.53549191,-61.79833,-5.21887
C0067,BRA319,1754.809827,62.31734317,-61.79435,-5.21663
C0068,BRA319,1319.026065,64.0726601,-61.79061,-5.21454
C0069,BRA319,886.0471941,63.32718327,-61.78667,-5.2123
C0070,BRA319,504.99576,62.42537313,-61.78264,-5.21005
C0071,BRA319,263.6373169,61.96415328,-61.77892,-5.20773
C0072,BRA319,142.4692067,61.10987654,-61.77535,-5.20586
C0073,BRA319,0,61.20617284,-61.7714,-5.20338
C0074,BRA319,0,66.49378109,-62.09025,-5.41416
C0075,BRA319,0,66.98273736,-62.09193,-5.41758
C0076,BRA319,0,67.004914,-62.09402,-5.42184
C0077,BRA319,30.00050198,66.57267081,-62.0957,-5.42505
C0078,BRA319,192.5694747,66.61386139,-62.09758,-5.429
C0079,BRA319,452.7573283,66.50061805,-62.09973,-5.43327
C0080,BRA319,750.5231384,66.3603936,-62.10173,-5.43746
C0081,BRA319,1043.552298,66.34394125,-62.10378,-5.44167
C0082,BRA319,605.8087613,64.81717791,-62.10564,-5.44525
C0083,BRA319,0,67.97916667,-62.11461,-5.40207
C0084,BRA319,0,68.4345679,-62.117,-5.4056
C0085,BRA319,0,67.79480841,-62.1193,-5.40924
C0086,BRA319,0,67.09594096,-62.12158,-5.41305
C0087,BRA319,186.4781558,66.91935484,-62.12386,-5.41669
C0088,BRA319,697.1647742,67.35475896,-62.12618,-5.42086
C0089,BRA319,1202.91541,66.9102091,-62.12647,-5.42555
C0090,BRA319,1713.141426,66.40222772,-62.12825,-5.42985
C0091,BRA319,1626.946848,65.61528977,-62.12967,-5.43206
C0092,BRA319,2238.977844,66.00494438,-62.15848,-5.53769
C0093,BRA319,2600.707671,67.17364532,-62.16087,-5.54072
C0094,BRA319,3017.3569,66.78731343,-62.16363,-5.54419
C0095,BRA319,3438.011997,66.32054455,-62.1664,-5.54774
C0096,BRA319,3894.421424,67.34363412,-62.16931,-5.55159
C0097,BRA319,3938.156117,67.3125,-62.17168,-5.55491
C0098,BRA319,3467.129593,67.41307028,-62.17468,-5.55851
C0099,BRA319,3013.09258,67.6801968,-62.17751,-5.56213
C0100,BRA319,2548.793307,68.17079208,-62.18048,-5.56567
C0101,BRA319,1646.688612,67.19259259,-62.17977,-5.51721
C0102,BRA319,1495.960949,66.06511057,-62.1823,-5.5208
C0103,BRA319,1346.949409,66.83643123,-62.18483,-5.52424
C0104,BRA319,1209.072803,67.38071693,-62.18741,-5.52816
C0105,BRA319,1189.71852,67.13967862,-62.18896,-5.53224
C0106,BRA319,1162.1425,66.79484029,-62.19125,-5.53621
C0107,BRA319,1122.987781,67.96054254,-62.19373,-5.54023
C0108,BRA319,1043.730006,67.14655172,-62.19683,-5.54357
C0109,BRA319,900.7059789,67.09247842,-62.20047,-5.5462
C0110,BRA319,1398.832724,66.94409938,-62.1975,-5.54972
C0111,BRA319,2238.750983,47.13390663,-61.06103,-4.42837
C0112,BRA319,1881.091782,43.5599022,-61.06681,-4.42193
C0113,BRA319,697.9936789,49.08990148,-61.07684,-4.42628
C0114,BRA319,0,49.0815822,-61.08364,-4.43338
C0115,BRA319,116.0310626,48.53407683,-61.09002,-4.43913
C0116,BRA319,1034.54409,48.05569307,-61.09652,-4.44478
C0117,BRA319,745.2625472,48.78773006,-61.09007,-4.45243
C0118,BRA319,651.43757660000006,46.64009963,-61.08473,-4.45836
C0119,BRA319,1193.474169,47.79804162,-61.07848,-4.46499
C0120,BRA319,1940.349664,45.31513648,-61.07253,-4.47137
C0121,BRA319,847.6291229,45.41212871,-61.07092,-4.45874
C0122,BRA319,1196.401154,46.52275523,-61.06404,-4.4526
C0123,BRA319,1900.309279,47.30978934,-61.05757,-4.44654
C0124,BRA319,1284.523483,46.25898389,-61.11802,-4.50775
C0125,BRA319,1037.249955,47.90617284,-61.11243,-4.51434
C0126,BRA319,362.6675549,47.56034483,-61.10615,-4.52095
C0127,BRA319,0,43.70828183,-61.10037,-4.5282
C0128,BRA319,0,44.29382716,-61.09463,-4.53479
C0129,BRA319,713.5855471,47.4193154,-61.10208,-4.53997
C0130,BRA319,1561.270731,44.91212871,-61.10902,-4.54532
C0131,BRA319,2149.4715420000002,48.20915842,-61.11613,-4.55143
C0132,BRA319,2530.142052,48.86503067,-61.1232,-4.55961
C0133,BRA319,2824.330382,48.44154229,-61.12943,-4.54947
C0135,BRA319,3265.435056,46.94002448,-61.14128,-4.53639
C0136,BRA319,3636.050366,43.14567901,-61.14673,-4.52955
C0137,BRA319,3464.463683,48.12438424,-61.13351,-4.53123
C0138,BRA319,2615.384936,47.99753086,-61.12634,-4.52638
C0139,BRA319,1797.091106,45.07911001,-61.1191,-4.52082
C0140,BRA319,766.3726106,59.16810878,-61.66689,-5.06946
C0141,BRA319,928.0268061,61.21755253,-61.6627,-5.0757
C0142,BRA319,1430.218319,60.55092025,-61.65692,-5.08176
C0145,BRA319,1667.25698,60.46049383,-61.64939,-5.10017
C0146,BRA319,1039.673982,61.18835192,-61.65654,-5.10562
C0147,BRA319,1006.606759,62.21755253,-61.66331,-5.11216
C0148,BRA319,1130.975764,62.48648649,-61.67079,-5.11827
C0149,BRA319,302.1679863,62.78940887,-61.67628,-5.11239
C0150,BRA319,0,62.29166667,-61.68264,-5.1058
C0151,BRA319,0,61.6526576,-61.68885,-5.10004
C0152,BRA319,410.073434,57.8298397,-61.69508,-5.09387
C0153,BRA319,715.6911863,62.63930348,-61.68221,-5.09414
C0154,BRA319,969.1072062,61.29156328,-61.67558,-5.08802
C0155,BRA319,1419.456332,60.66666667,-61.66932,-5.08211
C0156,BRA319,1174.430161,53.86223862,-61.78992,-5.17139
C0157,BRA319,878.3436428,65.1318408,-61.78555,-5.17864
C0158,BRA319,758.2660182,65.03465347,-61.78069,-5.18645
C0159,BRA319,0,62.16397516,-61.77525,-5.19558
C0160,BRA319,0,61.10234279,-61.77121,-5.20311
C0161,BRA319,276.9676916,62.03703704,-61.779,-5.20787
C0162,BRA319,1775.902501,62.26477833,-61.79457,-5.2167
C0163,BRA319,1959.189458,63.06150062,-61.80228,-5.22117
C0164,BRA319,2388.26617,63.41387856,-61.80663,-5.21386
C0165,BRA319,2267.569068,62.94730392,-61.81167,-5.2057
C0166,BRA319,1781.993309,63.74567901,-61.81524,-5.19848
C0167,BRA319,1278.718574,53.56365884,-61.82056,-5.19051
C0168,BRA319,0,63.72580645,-61.79347,-5.18393
C0169,BRA319,138.4176167,64.66339066,-61.80115,-5.18897
C0170,BRA319,1027.227258,63.57777778,-61.8084,-5.19399
C0171,BRA319,267.4786224,63.75371287,-62.08285,-5.41706
C0172,BRA319,0,66.47906404,-62.09008,-5.41395
C0173,BRA319,193.9042663,66.93695921,-62.09808,-5.40994
C0174,BRA319,648.0803771,67.10933661,-62.10561,-5.40535
C0175,BRA319,0,67.86436498,-62.11353,-5.40119
C0176,BRA319,605.8087613,64.81717791,-62.10564,-5.44525
C0178,BRA319,0,66.65474723,-62.12254,-5.41489
C0179,BRA319,980.3650444,67.31311881,-62.1271,-5.42325
C0180,BRA319,1631.392743,65.68504902,-62.12926,-5.43196
C0181,BRA319,1113.05155,65.79310345,-62.12131,-5.4361
C0182,BRA319,886.4224735,66.36206897,-62.11329,-5.44036
C0183,BRA319,580.7143265,64.66131026,-62.10556,-5.44551
C0184,BRA319,295.3645158,60.31280788,-62.09892,-5.44929
C0185,BRA319,798.8970216,66.48399015,-62.10205,-5.43816
 C0186,BRA319,248.1249798,66.8606357,-62.09808,-5.42987
 C0187,BRA319,0,66.94704434,-62.09413,-5.42204
 C0188,BRA319,1815.420546,61.02337023,-62.15337,-5.54065
 C0189,BRA319,2117.218335,65.68014706,-62.15768,-5.53665
 C0190,BRA319,2083.430548,67.40543881,-62.164790000000004,-5.53027
 C0191,BRA319,2305.156577,67.92108508,-62.17288,-5.52328
 C0192,BRA319,1662.593989,67.25398773,-62.17959,-5.51706
 C0193,BRA319,1332.912199,66.83394834,-62.18496,-5.52423
 C0194,BRA319,1180.265549,67.12851897,-62.18904,-5.53221
C0195,BRA319,1119.441183,67.98159509,-62.19388,-5.54045
C0196,BRA319,914.1606447,67.11206897,-62.20047,-5.5464
 C0197,BRA319,1964.066121,68.17428925,-62.19379,-5.55325
C0198,BRA319,2175.962739,68.48702101,-62.18729,-5.55942
 C0199,BRA319,2599.405095,68.15241636,-62.18013,-5.56534
 C0200,BRA319,3018.24855,65.33168927,-62.17359,-5.57063
 C0201,BRA319,3530.588733,67.39360394,-62.17423,-5.55812
C0202,BRA319,3831.498131,67.25061425,-62.16886,-5.5512
C0203,BRA319,2955.939878,66.85537701,-62.16318,-5.5438
